Name,Nation,Division,Unique ID,Division ID
Sinthana,Algeria,Pro League,134.904,1
PAT,Algeria,Pro League,134.906,1
BBC,Algeria,Pro League,134.908,1
Bangkok Bank,Algeria,Pro League,134.91,1
RTAF,Algeria,Pro League,134.913,1
Thai Navy,Algeria,Pro League,134.923,1
Qadesiya,Algeria,Pro League,135.256,1
Irsotr,Algeria,Pro League,135.291,1
Al-Ahli (OMA),Algeria,Pro League,135.33,1
Rowi,Algeria,Pro League,135.334,1
Sedab,Algeria,Pro League,135.335,1
YCDC,Myanmar,Pro League,135.339,1
Finance & Revenue,Myanmar,Pro League,135.34,1
HET,Algeria,Pro League,135.341,1
ITR Bank,Algeria,Pro League,135.343,1
Delger,Algeria,Pro League,135.344,1
Brunei,Algeria,Pro League,135.353,1
Cang SG,Algeria,Pro League,135.392,1
CA TPHCM,Algeria,Pro League,135.394,1
CA Ha Noi,Algeria,Pro League,135.395,1
The Cong,Algeria,Pro League,135.396,1
Al-Taawun (QAT),Algeria,Pro League,135.412,1
Al-Ittihad (QAT),Algeria,Pro League,135.414,1
Ras Al-Khaima,Algeria,Pro League,135.433,1
Putra Samarinda,Algeria,Pro League,135.482,1
Petrokimia Putra,Algeria,Pro League,135.506,1
Racing d'Andorra,Algeria,Pro League,135.853,1
Foshan,Algeria,Pro League,135.943,1
Wanke,Algeria,Pro League,135.944,1
Jinpeng,Algeria,Pro League,135.945,1
Dashun,Algeria,Pro League,135.946,1
Mexiquense,Algeria,Pro League,136.009,1
Aguascalientes,Algeria,Pro League,136.012,1
Yucatan,Algeria,Pro League,136.015,1
Nacional Tijuana,Algeria,Pro League,136.022,1
R.S. Zacatecas,Algeria,Pro League,136.023,1
Slovan Pardubice,Algeria,Pro League,136.154,1
Dolni Kounice,Algeria,Pro League,136.177,1
Brno B,Algeria,Pro League,136.179,1
Vlasim B,Algeria,Pro League,136.198,1
Teplice B,Algeria,Pro League,136.201,1
Hradec Kralove B,Algeria,Pro League,136.204,1
Slavia Prague B,Algeria,Pro League,136.207,1
Pribram B,Algeria,Pro League,136.228,1
Viktoria Zizkov B,Algeria,Pro League,136.232,1
Ceske Budejovice B,Algeria,Pro League,136.238,1
Slovan Liberec B,Algeria,Pro League,136.265,1
Destne,Algeria,Pro League,136.272,1
Seoul City,Algeria,Pro League,136.426,1
Zvezdara,Algeria,Pro League,136.467,1
Zeleznicar (N),Algeria,Pro League,136.469,1
Buducnost (BD),Algeria,Pro League,136.531,1
Longli,Algeria,Pro League,136.61,1
Saidelong,Algeria,Pro League,136.612,1
Jinzhou,Algeria,Pro League,136.615,1
LN Anshan,Algeria,Pro League,136.618,1
Bole,Algeria,Pro League,136.619,1
Yonghong,Algeria,Pro League,136.62,1
XM Jidaximengbao,Algeria,Pro League,136.621,1
XM Banlanshan,Algeria,Pro League,136.622,1
XM Bubugao,Algeria,Pro League,136.623,1
XM Gonghang,Algeria,Pro League,136.624,1
XM Hangkonggang,Algeria,Pro League,136.625,1
XM Youdian,Algeria,Pro League,136.628,1
XM Yinghua,Algeria,Pro League,136.629,1
XM Qidian,Algeria,Pro League,136.634,1
XM Jianfa,Algeria,Pro League,136.636,1
XM Haopengyou,Algeria,Pro League,136.639,1
SJZ Beifang,Algeria,Pro League,136.64,1
ZG Jiyuan,Algeria,Pro League,136.641,1
Floridsdorfer AC,Algeria,Pro League,137.947,1
Fussballclub Waidhofen-Ybbs,Algeria,Pro League,137.949,1
SC Eisenstadt,Algeria,Pro League,137.95,1
ASKO SV Pasching (EXT),Algeria,Pro League,137.957,1
FC Tirol Innsbruck Amateure,Algeria,Pro League,137.975,1
FC Red Bull Salzburg Jrs.,Algeria,Pro League,137.976,1
SC Krems,Algeria,Pro League,137.999,1
SK VOEST Linz,Algeria,Pro League,138.023,1
SC Wacker Wien (EXT),Algeria,Pro League,138.024,1
1. Wiener Neustadter SC,Algeria,Pro League,138.026,1
Wiener Athletiksport Club,Algeria,Pro League,138.027,1
Brigittenauer AC Wien,Algeria,Pro League,138.049,1
SC Hakoah Wien,Algeria,Pro League,138.05,1
Sport-Club Rudolfshuegel Wien,Algeria,Pro League,138.051,1
Wiener Associationfootball-Club,Algeria,Pro League,138.052,1
Iskar-Hebar (Pazardzhik),Algeria,Pro League,138.157,1
Happy End,Algeria,Pro League,138.21,1
CSKA Chisinau,Algeria,Pro League,138.216,1
Botev '21 (Vratsa),Algeria,Pro League,138.442,1
Belite orli,Algeria,Pro League,138.443,1
Federation Works,Algeria,Pro League,139.373,1
FC Jazzmen,Algeria,Pro League,142.053,1
Brunswick Pumas,Algeria,Pro League,143.64,1
Milani-Merani,Algeria,Pro League,144.642,1
Tskhinvali,Algeria,Pro League,144.643,1
Okeane,Algeria,Pro League,144.647,1
Arsenali,Algeria,Pro League,144.649,1
Mretebi,Algeria,Pro League,144.65,1
Inter Kutaisi,Algeria,Pro League,144.651,1
Pazisi,Algeria,Pro League,144.652,1
Tskhumi,Algeria,Pro League,144.653,1
Dinamo Gagra,Algeria,Pro League,144.655,1
Sporting d'Escaldes,Algeria,Pro League,144.769,1
Cerni,Algeria,Pro League,144.77,1
Bargh Tehran,Algeria,Pro League,144.832,1
Saipa Zanjan,Algeria,Pro League,144.837,1
Part-Sazan,Algeria,Pro League,144.838,1
Oghab,Algeria,Pro League,144.84,1
Fajr Sepah,Algeria,Pro League,144.841,1
Sanam,Algeria,Pro League,144.842,1
Shahrdari Bushehr,Algeria,Pro League,144.845,1
Paas Arak,Algeria,Pro League,144.846,1
Cap del Carrer,Algeria,Pro League,145.426,1
Vilnius,Algeria,Pro League,145.614,1
Lokomotiv Imisli,Algeria,Pro League,145.749,1
Brampton Stallions,Algeria,Pro League,145.751,1
Durham Storm,Algeria,Pro League,145.752,1
Glen Shields Sun Devils,Algeria,Pro League,145.766,1
Laval Dynamites,Algeria,Pro League,145.767,1
Ottawa Wizards,Algeria,Pro League,145.768,1
Toronto Olympians,Algeria,Pro League,145.77,1
Hamilton Thunder,Algeria,Pro League,145.772,1
Real Vaughan,Algeria,Pro League,145.778,1
Adliyya,Algeria,Pro League,145.836,1
Silavar,Algeria,Pro League,145.838,1
Narzan,Algeria,Pro League,145.84,1
Alberts,Algeria,Pro League,146.968,1
Ranto/Miks,Algeria,Pro League,146.972,1
Vindava,Algeria,Pro League,146.973,1
Zibens-Zemessardze,Algeria,Pro League,146.974,1
London,Algeria,Pro League,147.037,1
Southern All-Stars,South Korea,Pro League,147.055,1
Central All-Stars,South Korea,Pro League,147.056,1
CHSE (MDV),Algeria,Pro League,148.602,1
SEK,Algeria,Pro League,149.28,1
Aberdare Athletic,Algeria,Pro League,150.796,1
Ardwick,Algeria,Pro League,150.797,1
Burton Swifts,Algeria,Pro League,150.798,1
Burton Utd,Algeria,Pro League,150.799,1
Burton Wanderers,Algeria,Pro League,150.8,1
Leeds City,Algeria,Pro League,150.802,1
Loughborough,Algeria,Pro League,150.803,1
Merthyr Town (EXT),Algeria,Pro League,150.804,1
Middlesbro' Ironopolis,Algeria,Pro League,150.805,1
New Brighton (EXT),Algeria,Pro League,150.806,1
Thames,Algeria,Pro League,150.807,1
Wigan Borough,Algeria,Pro League,150.808,1
M. Alexandros Kat.,Algeria,Pro League,150.838,1
Thermaikos S.,Algeria,Pro League,150.84,1
EPA,Algeria,Pro League,150.842,1
Hautmont,Algeria,Pro League,150.925,1
Harchester,Algeria,Pro League,151.988,1
Pretoria City,Algeria,Pro League,152.564,1
Agent - Third Party,Algeria,Pro League,156.847,1
Third Party,Algeria,Pro League,156.852,1
GH Academy,Algeria,Pro League,162.47,1
Dundee Wanderers,Algeria,Pro League,162.488,1
Denderhoutem,Algeria,Pro League,200.391,1
KBHZ,Algeria,Pro League,201.666,1
VCV Zeeland,Algeria,Pro League,210.832,1
Miguelense,Algeria,Pro League,301.103,1
Alianca,Algeria,Pro League,301.105,1
Conquista,Algeria,Pro League,301.119,1
Linhares EC,Algeria,Pro League,301.14,1
Caldas EC,Algeria,Pro League,301.153,1
Minacu,Algeria,Pro League,301.165,1
AA Sinop,Algeria,Pro League,301.175,1
Ubiratan,Algeria,Pro League,301.177,1
Ipiranga (MG),Algeria,Pro League,301.192,1
Ponta Grossa,Algeria,Pro League,301.22,1
Prudentopolis,Algeria,Pro League,301.224,1
Uniao Bandeirante,Algeria,Pro League,301.228,1
Ferroviario ST,Algeria,Pro League,301.232,1
Unibol,Algeria,Pro League,301.239,1
Vitoria (PE),Algeria,Pro League,301.24,1
15 de Novembro,Algeria,Pro League,301.26,1
Pinheiro,Algeria,Pro League,301.294,1
Alto Vale,Algeria,Pro League,301.3,1
Fraiburgo,Algeria,Pro League,301.308,1
Kindermann,Algeria,Pro League,301.312,1
Tubarao,Algeria,Pro League,301.318,1
Saocarlense,Algeria,Pro League,301.357,1
Bom Jesus (GO),Algeria,Pro League,301.364,1
Surubim,Algeria,Pro League,301.374,1
Tiradentes (SC),Algeria,Pro League,301.38,1
Berga,Algeria,Pro League,301.526,1
Barreiras,Algeria,Pro League,301.919,1
AA Palmeiras (SP),Algeria,Pro League,302.139,1
Novorizontino,Algeria,Pro League,302.141,1
Americano (SP),Algeria,Pro League,302.146,1
Paissandu (RJ),Algeria,Pro League,302.148,1
Capela,Algeria,Pro League,303.01,1
Atletico Pompeya,Algeria,Pro League,308.101,1
Independiente Petrolero,Algeria,Pro League,308.102,1
Broncos,Algeria,Pro League,308.274,1
Real (GO),Algeria,Pro League,309.141,1
Atletico Bello,Algeria,Pro League,309.349,1
Pacifico FC,Algeria,Pro League,309.351,1
AGA,Algeria,Pro League,309.616,1
Coritiba (SE),Algeria,Pro League,309.621,1
Americano (RS),Algeria,Pro League,309.737,1
9� Reg. Infantaria,Algeria,Pro League,309.738,1
Gremio Santanense,Algeria,Pro League,309.739,1
Rio-Grandense,Algeria,Pro League,309.74,1
Floriano (ES),Algeria,Pro League,309.741,1
Operario (SC),Algeria,Pro League,309.745,1
Sao Salvador (BA),Algeria,Pro League,309.746,1
Santos Dumont (BA),Algeria,Pro League,309.747,1
Internacional (BA),Algeria,Pro League,309.748,1
Republica (BA),Algeria,Pro League,309.749,1
AA da Bahia (BA),Algeria,Pro League,309.752,1
Baiano de Tenis (BA),Algeria,Pro League,309.753,1
Perdigao (SC),Algeria,Pro League,309.754,1
Guarany (BA),Algeria,Pro League,309.755,1
Paula Ramos (SC),Algeria,Pro League,309.756,1
America (SC),Algeria,Pro League,309.757,1
Ferroviario (SC),Algeria,Pro League,309.758,1
Yale (MG),Algeria,Pro League,309.76,1
Olimpic (MG),Algeria,Pro League,309.761,1
Externato (SC),Algeria,Pro League,309.764,1
Lauro Muller (SC),Algeria,Pro League,309.765,1
Atletico Catarinense (SC),Algeria,Pro League,309.766,1
CIP (SC),Algeria,Pro League,309.767,1
Ypiranga (SC),Algeria,Pro League,309.768,1
Metropol (SC),Algeria,Pro League,309.769,1
Brusquense,Algeria,Pro League,309.77,1
Torre SC (PE),Algeria,Pro League,309.772,1
Tramways (CE),Algeria,Pro League,309.773,1
Iris (SC),Algeria,Pro League,309.774,1
Varzeano FC (PE),Algeria,Pro League,309.775,1
Pinheiros (PR),Algeria,Pro League,309.776,1
Colorado EC (PR),Algeria,Pro League,309.777,1
Agua Verde,Algeria,Pro League,309.778,1
Internacional (PR),Algeria,Pro League,309.78,1
Britania (PR),Algeria,Pro League,309.781,1
America Paranaense,Algeria,Pro League,309.782,1
Palestra Italia (PR),Algeria,Pro League,309.783,1
Ferroviario (PR),Algeria,Pro League,309.784,1
Monte Alegre,Algeria,Pro League,309.785,1
Olimpico (SC),Algeria,Pro League,310.299,1
Internacional (SC),Algeria,Pro League,310.351,1
Alegrense,Algeria,Pro League,310.389,1
America de Alfenas,Algeria,Pro League,310.903,1
Ateneu,Algeria,Pro League,310.904,1
Garca,Algeria,Pro League,311.022,1
Palmeirense,Algeria,Pro League,311.038,1
SER Foz do Iguacu,Algeria,Pro League,311.082,1
Copacabana,Algeria,Pro League,311.085,1
Barra da Tijuca FC,Algeria,Pro League,311.11,1
Entrerriense,Algeria,Pro League,311.113,1
Nova Cidade,Algeria,Pro League,311.115,1
AA Sao Bento (SP),Algeria,Pro League,311.841,1
Renner (RS),Algeria,Pro League,311.842,1
Guarany de Cachoeira,Algeria,Pro League,311.868,1
Retiro (MG),Algeria,Pro League,311.87,1
Caxiense,Algeria,Pro League,311.949,1
Cachoeiro,Algeria,Pro League,311.957,1
Rodoviario,Algeria,Pro League,311.968,1
Ypiranga (SP),Algeria,Pro League,312.292,1
Mackenzie (SP),Algeria,Pro League,312.293,1
Campos Elisios,Algeria,Pro League,312.294,1
Auto EC,Algeria,Pro League,312.295,1
Hespanha,Algeria,Pro League,312.296,1
Savoia (PR),Algeria,Pro League,312.297,1
Cambaraense,Algeria,Pro League,312.299,1
Mandaguari EC (PR),Algeria,Pro League,312.3,1
Guarani (PR),Algeria,Pro League,312.302,1
EC Parana de Londrina (PR),Algeria,Pro League,312.303,1
Sao Paulo (BA),Algeria,Pro League,312.305,1
Energia Circular (BA),Algeria,Pro League,312.306,1
Mavilis,Algeria,Pro League,312.309,1
Comercial de Joacaba,Algeria,Pro League,312.327,1
Almirante Barroso,Algeria,Pro League,312.328,1
Paysandu (SC),Algeria,Pro League,312.329,1
Adolpho Konder (SC),Algeria,Pro League,312.33,1
Trabalhista (SC),Algeria,Pro League,312.331,1
Pery Ferroviario EC (SC),Algeria,Pro League,312.332,1
Palmeiras (MG),Algeria,Pro League,312.333,1
Guarani de Alegrete (RS),Algeria,Pro League,312.334,1
CA Sorriso,Algeria,Pro League,313.225,1
Riachuelo (MS),Algeria,Pro League,313.23,1
Cassilandense,Algeria,Pro League,313.234,1
Taveiropolis,Algeria,Pro League,313.236,1
Operario de Dourados,Algeria,Pro League,313.238,1
ARUC,Algeria,Pro League,313.264,1
Samambaia,Algeria,Pro League,313.265,1
Riachuelo (ES),Algeria,Pro League,313.269,1
Santa Maria (ES),Algeria,Pro League,313.271,1
Boa Vontade,Algeria,Pro League,313.281,1
Sao Bento (MA),Algeria,Pro League,313.286,1
Tocantins (MA),Algeria,Pro League,313.288,1
Socremo,Algeria,Pro League,313.297,1
Ajax (RO),Algeria,Pro League,313.308,1
Gararu,Algeria,Pro League,313.319,1
Alvorada (TO),Algeria,Pro League,313.333,1
Clube dos XXX,Algeria,Pro League,313.335,1
Tocantins EC,Algeria,Pro League,313.339,1
Uniao Araguainense,Algeria,Pro League,313.343,1
Gremio Acreano,Algeria,Pro League,313.344,1
Floresta (AC),Algeria,Pro League,313.347,1
Dinamo (AL),Algeria,Pro League,313.348,1
26 de Outubro,Algeria,Pro League,313.354,1
Ferroviario (MA),Algeria,Pro League,313.361,1
Acailandia,Algeria,Pro League,313.362,1
Auto Esporte (PI),Algeria,Pro League,313.367,1
Porto Velho,Algeria,Pro League,313.372,1
America (AC),Algeria,Pro League,313.38,1
Sampaio (AC),Algeria,Pro League,313.415,1
Santa Cruz (AL),Algeria,Pro League,313.438,1
Barroso (AL),Algeria,Pro League,313.439,1
Alexandria (AL),Algeria,Pro League,313.44,1
Ferroviario (AL),Algeria,Pro League,313.441,1
CEA (AP),Algeria,Pro League,313.515,1
Guarany (AP),Algeria,Pro League,313.516,1
Juventus (AP),Algeria,Pro League,313.517,1
Manaus Athletic Club (AM),Algeria,Pro League,313.574,1
Cruzeiro do Sul (AM),Algeria,Pro League,313.575,1
Uniao Esportiva (AM),Algeria,Pro League,313.576,1
Maguari (CE),Algeria,Pro League,313.578,1
Santos (AM),Algeria,Pro League,313.579,1
Manaus Sporting (AM),Algeria,Pro League,313.58,1
AA Rodoviaria,Algeria,Pro League,313.581,1
Zumbi,Algeria,Pro League,313.67,1
Orion (CE),Algeria,Pro League,313.673,1
Gentilandia (CE),Algeria,Pro League,313.674,1
Fenix (MA),Algeria,Pro League,313.78,1
Luso Brasileiro (MA),Algeria,Pro League,313.781,1
Football AC (MA),Algeria,Pro League,313.782,1
Vasco (MA),Algeria,Pro League,313.783,1
SC Sirio (MA),Algeria,Pro League,313.784,1
Tupan (MA),Algeria,Pro League,313.785,1
Vitoria do Mar,Algeria,Pro League,313.786,1
Coroata,Algeria,Pro League,313.787,1
Taguatinga,Algeria,Pro League,313.788,1
Tiradentes (DF),Algeria,Pro League,313.789,1
CA Matogrossense,Algeria,Pro League,313.903,1
Americano (MT),Algeria,Pro League,313.904,1
Ferroviario (RO),Algeria,Pro League,314.078,1
Gremio Rondoniense,Algeria,Pro League,314.082,1
Ouro Preto,Algeria,Pro League,314.089,1
Militar FC (PI),Algeria,Pro League,314.096,1
Artistico FC (PI),Algeria,Pro League,314.097,1
Botafogo (PI),Algeria,Pro League,314.098,1
Theresinense FC (PI),Algeria,Pro League,314.099,1
Palmeiras (PI),Algeria,Pro League,314.1,1
Tiradentes (PI),Algeria,Pro League,314.101,1
Paysandu (PI),Algeria,Pro League,314.102,1
Camponovense,Algeria,Pro League,314.193,1
Catarinense,Algeria,Pro League,314.195,1
Atletico Chapeco/CTM,Algeria,Pro League,314.197,1
Santos (PB),Algeria,Pro League,314.198,1
Teixeira de Freitas,Algeria,Pro League,314.202,1
Desportiva (RN),Algeria,Pro League,314.208,1
Santa Cruz EC (RN),Algeria,Pro League,314.235,1
Confianca (PB),Algeria,Pro League,314.291,1
Vasco (SE),Algeria,Pro League,314.293,1
Industrial FC (SE),Algeria,Pro League,314.299,1
Palestra FC (SE),Algeria,Pro League,314.3,1
Ipiranga (SE),Algeria,Pro League,314.301,1
Passagem,Algeria,Pro League,314.302,1
Santa Cruz (SE),Algeria,Pro League,314.303,1
Lagarto EC (SE),Algeria,Pro League,314.304,1
Colegio Pio X (PB),Algeria,Pro League,314.308,1
Cabo Branco (PB),Algeria,Pro League,314.309,1
Palmeiras (PB),Algeria,Pro League,314.31,1
Pytaguares (PB),Algeria,Pro League,314.311,1
America (PB),Algeria,Pro League,314.312,1
Clube Astrea,Algeria,Pro League,314.313,1
Felipeia (PB),Algeria,Pro League,314.314,1
Red Cross (PB),Algeria,Pro League,314.315,1
Estrela do Mar,Algeria,Pro League,314.316,1
America (ES),Algeria,Pro League,314.317,1
Santo Antonio (ES),Algeria,Pro League,314.318,1
Americano (ES),Algeria,Pro League,314.319,1
Caxias (ES),Brazil,Pro League,314.32,1
Valerio (ES),Algeria,Pro League,314.321,1
Santos (ES),Algeria,Pro League,314.322,1
Colatina (ES),Algeria,Pro League,314.328,1
Muniz Freire,Algeria,Pro League,314.33,1
Ibiracu,Brazil,Pro League,314.334,1
Usina Ceara,Algeria,Pro League,314.611,1
Brasil (CE),Algeria,Pro League,314.612,1
CEUB (DF),Algeria,Pro League,314.614,1
Flamengo (RO),Algeria,Pro League,314.616,1
Ypiranga (RO),Algeria,Pro League,314.617,1
Sao Domingos (RO),Algeria,Pro League,314.619,1
Botafogo (RO),Algeria,Pro League,314.62,1
Norte Clube (PA),Algeria,Pro League,314.69,1
Nacional (PA),Algeria,Pro League,314.691,1
Guarany (PA),Algeria,Pro League,314.692,1
Sino-Brasileiro (PI),Algeria,Pro League,314.694,1
Sao Francisco (RR),Algeria,Pro League,314.695,1
Douradense (MS),Algeria,Pro League,314.721,1
CFA,Algeria,Pro League,314.735,1
Bom Jesus (AL),Algeria,Pro League,314.746,1
Arsenal (MT),Algeria,Pro League,314.748,1
Diamantino,Algeria,Pro League,314.749,1
Aguia do Vale,Algeria,Pro League,314.759,1
Atletico Tocantinense,Algeria,Pro League,314.761,1
Saquarema,Algeria,Pro League,314.765,1
Costeira,Algeria,Pro League,314.767,1
Uniao Fluminense (SP),Algeria,Pro League,314.769,1
Rodolfo Crespi,Algeria,Pro League,314.77,1
Corinthians PP,Algeria,Pro League,314.773,1
Prudentina (SP),Algeria,Pro League,314.775,1
Barra de Teresopolis,Algeria,Pro League,314.777,1
Porto Alegre (RJ),Algeria,Pro League,314.778,1
Bayer (RJ),Algeria,Pro League,314.779,1
Riachuelo (RJ),Algeria,Pro League,314.78,1
CA Guanabara (RJ),Algeria,Pro League,314.781,1
Carioca (RJ),Algeria,Pro League,314.782,1
Andarahy,Algeria,Pro League,314.783,1
Cattete,Algeria,Pro League,314.784,1
SC Americano (RJ),Algeria,Pro League,314.785,1
Palmeiras AC (RJ),Algeria,Pro League,314.786,1
Vila Izabel (RJ),Algeria,Pro League,314.787,1
River (RJ),Algeria,Pro League,314.788,1
Helenico (RJ),Algeria,Pro League,314.789,1
Acros Bombers,Algeria,Pro League,314.895,1
Juventud Banquena,Algeria,Pro League,314.897,1
Calcutta United,Algeria,Pro League,314.904,1
Lazio FC,Algeria,Pro League,314.905,1
Southern United,Algeria,Pro League,314.906,1
RS Futebol,Algeria,Pro League,314.909,1
America de Morrinhos,Algeria,Pro League,314.942,1
Paraisense,Algeria,Pro League,314.946,1
Vila Branca,Algeria,Pro League,314.958,1
Corinthians (MS),Algeria,Pro League,314.96,1
Intercontinental,Algeria,Pro League,314.967,1
America de Caapora,Algeria,Pro League,314.971,1
Blumenau EC,Algeria,Pro League,316.773,1
Miranorte,Algeria,Pro League,316.775,1
SERB,Algeria,Pro League,316.778,1
Almhogs Vingar,Algeria,Pro League,316.801,1
Colegio Pedro II,Algeria,Pro League,317.124,1
Rio das Ostras,Algeria,Pro League,317.189,1
Itacuruba,Algeria,Pro League,317.242,1
Lages,Algeria,Pro League,317.346,1
Sao Jose CS,Algeria,Pro League,317.949,1
Uniao do Araxa,Algeria,Pro League,318.862,1
Mimosense,Algeria,Pro League,318.869,1
Alexianense,Algeria,Pro League,318.871,1
Ouro Velho,Algeria,Pro League,318.873,1
ADAP,Algeria,Pro League,318.875,1
Marechal,Algeria,Pro League,318.879,1
Real Sport,Algeria,Pro League,318.881,1
Palmeiras B,Algeria,Pro League,318.885,1
Guapira,Algeria,Pro League,318.897,1
Santa Ritense,Algeria,Pro League,318.909,1
Falcao,Algeria,Pro League,318.917,1
Marituba,Algeria,Pro League,318.924,1
Sao Borja,Algeria,Pro League,319.088,1
Paulo Afonso,Algeria,Pro League,319.113,1
Desportiva Penedense,Algeria,Pro League,319.119,1
Dimensao Saude,Algeria,Pro League,319.121,1
Planaltinense,Algeria,Pro League,319.131,1
Canario,Algeria,Pro League,319.133,1
Santa Tereza (ES),Algeria,Pro League,319.137,1
Ypiranga (ES),Algeria,Pro League,319.139,1
Formosa EC,Algeria,Pro League,319.142,1
Jatai,Algeria,Pro League,319.143,1
Araucaria,Algeria,Pro League,319.146,1
Dois Vizinhos,Algeria,Pro League,319.148,1
Ramalat,Algeria,Pro League,319.156,1
Fluminense (PI),Brazil,Pro League,319.158,1
Cachoeira,Algeria,Pro League,319.159,1
CA Camboriu,Algeria,Pro League,319.162,1
Sao Jose (SC),Algeria,Pro League,319.166,1
Internacional (AL),Algeria,Pro League,319.172,1
Batalhense,Algeria,Pro League,319.174,1
Jacarepagua,Algeria,Pro League,319.175,1
Codo,Algeria,Pro League,320.379,1
Pindare,Algeria,Pro League,320.381,1
Manufatora (RJ),Algeria,Pro League,320.388,1
Fonseca (RJ),Algeria,Pro League,320.389,1
Central de Barra,Algeria,Pro League,320.39,1
Barbara (RJ),Algeria,Pro League,320.391,1
Sapucaia (RJ),Algeria,Pro League,320.392,1
Rio Cricket,Algeria,Pro League,320.675,1
Engenho de Dentro,Algeria,Pro League,320.676,1
Minas Gerais,Algeria,Pro League,320.677,1
SC Alumni (SP),Algeria,Pro League,320.678,1
Independencia (SP),Algeria,Pro League,320.679,1
CA Estudantes (SP),Algeria,Pro League,320.68,1
EC Sao Caetano,Algeria,Pro League,320.681,1
Oswestry Town,Algeria,Pro League,350.028,1
Neath,Algeria,Pro League,350.03,1
Porth Tywyn,Algeria,Pro League,350.952,1
Skewen,Algeria,Pro League,350.955,1
Cardiff CS,Algeria,Pro League,351,1
FP Pontllanfraith,Algeria,Pro League,351.006,1
Abercynon,Algeria,Pro League,351.044,1
Pontlottyn,Algeria,Pro League,351.06,1
FC Cefn,Algeria,Pro League,353.539,1
Neath,Algeria,Pro League,359.291,1
RH Cheb,Algeria,Pro League,401.64,1
Queen's Island,Algeria,Pro League,410.857,1
Belfast Celtic,Algeria,Pro League,410.858,1
Ulster,Algeria,Pro League,411.341,1
Gordon Highlanders,Algeria,Pro League,411.342,1
Belfast Y.M.C.A.,Algeria,Pro League,411.343,1
Sherwood Foresters,Algeria,Pro League,411.345,1
Wellington Park,Algeria,Pro League,411.346,1
St. Columb's Hall Celtic,Algeria,Pro League,411.347,1
